wals code,name,value,description,latitude,longitude,genus,family,area
die,Diegueño (Mesa Grande),2,Subject is expressed overtly,32.66666667,-116.1666667,Yuman,Hokan,Complex Sentences
dre,Drehu,1,Subject is left implicit,-21,167.25,Oceanic,Austronesian,Complex Sentences
eng,English,1,Subject is left implicit,52,0,Germanic,Indo-European,Complex Sentences
epe,Epena Pedee,1,Subject is left implicit,3,-77,Choco,Choco,Complex Sentences
err,Erromangan,1,Subject is left implicit,-18.83333333,169.1666667,Oceanic,Austronesian,Complex Sentences
eve,Evenki,4,Desiderative verbal affix,56,125,Tungusic,Altaic,Complex Sentences
ewe,Ewe,2,Subject is expressed overtly,6.333333333,0.4166666667,Gbe,Niger-Congo,Complex Sentences
fij,Fijian,5,Desiderative particle,-17.83333333,178,Oceanic,Austronesian,Complex Sentences
fin,Finnish,1,Subject is left implicit,62,25,Finnic,Uralic,Complex Sentences
fon,Fongbe,3,Both construction types exist,6.416666667,2.166666667,Gbe,Niger-Congo,Complex Sentences
fre,French,1,Subject is left implicit,48,2,Romance,Indo-European,Complex Sentences
gar,Garo,1,Subject is left implicit,25.66666667,90.5,Brahmaputran,Sino-Tibetan,Complex Sentences
gel,Gela,1,Subject is left implicit,-9.083333333,160.25,Oceanic,Austronesian,Complex Sentences
geo,Georgian,3,Both construction types exist,42,44,Kartvelian,Kartvelian,Complex Sentences
ger,German,1,Subject is left implicit,52,10,Germanic,Indo-European,Complex Sentences
gol,Gola,2,Subject is expressed overtly,7.25,-10.83333333,Gola,Niger-Congo,Complex Sentences
grk,Greek (Modern),2,Subject is expressed overtly,39,22,Greek,Indo-European,Complex Sentences
gua,Guaraní,4,Desiderative verbal affix,-26,-56,Maweti-Guarani,Tupian,Complex Sentences
guu,Guugu Yimidhirr,1,Subject is left implicit,-15,144.8333333,Northern Pama-Nyungan,Pama-Nyungan,Complex Sentences
hat,Hatam,2,Subject is expressed overtly,-1,134,Hatim-Mansim,Hatim-Mansim,Complex Sentences
hau,Hausa,2,Subject is expressed overtly,12,7,West Chadic,Afro-Asiatic,Complex Sentences
heb,Hebrew (Modern),1,Subject is left implicit,31.5,34.83333333,Semitic,Afro-Asiatic,Complex Sentences
hin,Hindi,1,Subject is left implicit,25,77,Indic,Indo-European,Complex Sentences
hix,Hixkaryana,1,Subject is left implicit,-1,-59,Cariban,Cariban,Complex Sentences
hma,Hmar,1,Subject is left implicit,24.16666667,93,Kuki-Chin,Sino-Tibetan,Complex Sentences
hmo,Hmong Njua,1,Subject is left implicit,28,105,Hmongic,Hmong-Mien,Complex Sentences
hoa,Hoava,1,Subject is left implicit,-8.083333333,157.5,Oceanic,Austronesian,Complex Sentences
hum,Huitoto (Murui),4,Desiderative verbal affix,-1,-73.5,Witoto,Witotoan,Complex Sentences
hun,Hungarian,1,Subject is left implicit,47,20,Ugric,Uralic,Complex Sentences
hzb,Hunzib,1,Subject is left implicit,42.16666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Complex Sentences
ik,Ik,1,Subject is left implicit,3.75,34.16666667,Kuliak,Eastern Sudanic,Complex Sentences
ika,Ika,1,Subject is left implicit,10.66666667,-73.75,Arhuacic,Chibchan,Complex Sentences
imo,Imonda,1,Subject is left implicit,-3.333333333,141.1666667,Border,Border,Complex Sentences
ind,Indonesian,1,Subject is left implicit,0,106,Malayo-Sumbawan,Austronesian,Complex Sentences
irq,Iraqw,1,Subject is left implicit,-4,35.5,Southern Cushitic,Afro-Asiatic,Complex Sentences
itz,Itzaj,5,Desiderative particle,17,-89.83333333,Mayan,Mayan,Complex Sentences
jab,Jabêm,2,Subject is expressed overtly,-6.583333333,147.7833333,Oceanic,Austronesian,Complex Sentences
jak,Jakaltek,2,Subject is expressed overtly,15.66666667,-91.66666667,Mayan,Mayan,Complex Sentences
jam,Jaminjung,4,Desiderative verbal affix,-15.08333333,130.5,Jaminjungan,Mirndi,Complex Sentences
jpn,Japanese,4,Desiderative verbal affix,37,140,Japanese,Japanese,Complex Sentences
jel,Jeli,2,Subject is expressed overtly,9.5,-5.666666667,Western Mande,Mande,Complex Sentences
juh,Ju|'hoan,3,Both construction types exist,-19,21,Ju-Kung,Kxa,Complex Sentences
klq,Kalam,2,Subject is expressed overtly,-5.25,144.5833333,Kalam-Kobon,Trans-New Guinea,Complex Sentences
kgu,Kalkatungu,2,Subject is expressed overtly,-21,139.5,Northern Pama-Nyungan,Pama-Nyungan,Complex Sentences
kma,Kamaiurá,4,Desiderative verbal affix,-12.08333333,-52.58333333,Maweti-Guarani,Tupian,Complex Sentences
kam,Kambera,1,Subject is left implicit,-9.833333333,120.1666667,Central Malayo-Polynesian,Austronesian,Complex Sentences
kan,Kana,1,Subject is left implicit,4.75,7.416666667,Ogonoid,Niger-Congo,Complex Sentences
knd,Kannada,1,Subject is left implicit,14,76,Dravidian,Dravidian,Complex Sentences
kao,Karao,1,Subject is left implicit,16.5,120.8333333,Northern Luzon,Austronesian,Complex Sentences
kas,Kashmiri,1,Subject is left implicit,34,76,Indic,Indo-European,Complex Sentences
kyl,Kayah Li (Eastern),1,Subject is left implicit,19,97.5,Karen,Sino-Tibetan,Complex Sentences
kay,Kayardild,4,Desiderative verbal affix,-17.05,139.5,Tangkic,Tangkic,Complex Sentences
kem,Kemant,1,Subject is left implicit,12.66666667,37.41666667,Central Cushitic,Afro-Asiatic,Complex Sentences
ker,Kera,1,Subject is left implicit,9.833333333,15.08333333,East Chadic,Afro-Asiatic,Complex Sentences
ket,Ket,1,Subject is left implicit,64,87,Yeniseian,Yeniseian,Complex Sentences
kty,Khanty,1,Subject is left implicit,65,65,Ugric,Uralic,Complex Sentences
khm,Khmer,1,Subject is left implicit,12.5,105,Khmer,Austro-Asiatic,Complex Sentences
kmu,Khmu',1,Subject is left implicit,21,102,Khmuic,Austro-Asiatic,Complex Sentences
klv,Kilivila,2,Subject is expressed overtly,-8.5,151.0833333,Oceanic,Austronesian,Complex Sentences
krb,Kiribati,1,Subject is left implicit,1.333333333,173,Oceanic,Austronesian,Complex Sentences
kob,Kobon,4,Desiderative verbal affix,-5.166666667,144.3333333,Kalam-Kobon,Trans-New Guinea,Complex Sentences
kod,Kodava,1,Subject is left implicit,12.16666667,76.83333333,Dravidian,Dravidian,Complex Sentences
kon,Kongo,1,Subject is left implicit,-5,15,Bantu,Niger-Congo,Complex Sentences
kor,Korean,1,Subject is left implicit,37.5,128,Korean,Korean,Complex Sentences
kfe,Koromfe,3,Both construction types exist,14.25,-0.9166666667,Koromfe,Niger-Congo,Complex Sentences
krw,Korowai,5,Desiderative particle,-5.25,140,Becking-Dawi,Trans-New Guinea,Complex Sentences
kse,Koyraboro Senni,2,Subject is expressed overtly,16,0,Songhay,Songhay,Complex Sentences
kro,Krongo,1,Subject is left implicit,10.5,30,Kadugli,Kadu,Complex Sentences
kya,Kuku-Yalanji,1,Subject is left implicit,-16,145,Northern Pama-Nyungan,Pama-Nyungan,Complex Sentences
kuk,Kukú,1,Subject is left implicit,5.833333333,31.66666667,Western Nilotic,Eastern Sudanic,Complex Sentences
kug,Kunming,1,Subject is left implicit,25,102.75,Chinese,Sino-Tibetan,Complex Sentences
kut,Kutenai,2,Subject is expressed overtly,49.5,-116,Kutenai,Kutenai,Complex Sentences
kwa,Kwaio,2,Subject is expressed overtly,-8.95,161,Oceanic,Austronesian,Complex Sentences
kwk,Kwakw'ala,4,Desiderative verbal affix,51,-127,Northern Wakashan,Wakashan,Complex Sentences
kyk,Kyaka,4,Desiderative verbal affix,-5.55,144.0833333,Enga_Kewa-Huli,Trans-New Guinea,Complex Sentences
lad,Ladakhi,4,Desiderative verbal affix,34,78,Bodic,Sino-Tibetan,Complex Sentences
lak,Lak,1,Subject is left implicit,42.16666667,47.16666667,Lak,Nakh-Daghestanian,Complex Sentences
lan,Lango,1,Subject is left implicit,2.166666667,33,Western Nilotic,Eastern Sudanic,Complex Sentences
lat,Latvian,1,Subject is left implicit,57,24,Baltic,Indo-European,Complex Sentences
lel,Lele,1,Subject is left implicit,9.083333333,15.58333333,East Chadic,Afro-Asiatic,Complex Sentences
lep,Lepcha,1,Subject is left implicit,27.16666667,88.5,Himalayish,Sino-Tibetan,Complex Sentences
lez,Lezgian,1,Subject is left implicit,41.66666667,47.83333333,Lezgic,Nakh-Daghestanian,Complex Sentences
lil,Lillooet,1,Subject is left implicit,50.75,-122,Interior Salish,Salishan,Complex Sentences
lml,Limilngan,2,Subject is expressed overtly,-12.5,131.9166667,Limilngan,Darwin Region,Complex Sentences
lin,Lingala,3,Both construction types exist,2,18.5,Bantu,Niger-Congo,Complex Sentences
ara,Lokono,4,Desiderative verbal affix,5.5,-55.16666667,Antillean Arawakan,Arawakan,Complex Sentences
lgu,Longgu,1,Subject is left implicit,-9.75,160.6666667,Oceanic,Austronesian,Complex Sentences
luv,Luvale,1,Subject is left implicit,-12,22,Bantu,Niger-Congo,Complex Sentences
mad,Ma'di,1,Subject is left implicit,3.25,31.5,Moru-Ma'di,Central Sudanic,Complex Sentences
mle,Maale,1,Subject is left implicit,6,36.91666667,Ta-Ne-Omotic,Afro-Asiatic,Complex Sentences
mac,Macushi,4,Desiderative verbal affix,4,-60,Cariban,Cariban,Complex Sentences
mdr,Madurese,1,Subject is left implicit,-7,113.5,Malayo-Sumbawan,Austronesian,Complex Sentences
mak,Makah,4,Desiderative verbal affix,48.33333333,-124.6666667,Southern Wakashan,Wakashan,Complex Sentences
mam,Mam,2,Subject is expressed overtly,15,-91.83333333,Mayan,Mayan,Complex Sentences
mnd,Mandarin,1,Subject is left implicit,34,110,Chinese,Sino-Tibetan,Complex Sentences
mao,Maori,1,Subject is left implicit,-40,176,Oceanic,Austronesian,Complex Sentences
map,Mapudungun,5,Desiderative particle,-38,-72,Araucanian,Araucanian,Complex Sentences
mku,Maranungku,4,Desiderative verbal affix,-13.66666667,130,Wagaydy,Western Daly,Complex Sentences
mhi,Marathi,1,Subject is left implicit,19,76,Indic,Indo-European,Complex Sentences
mar,Maricopa,2,Subject is expressed overtly,33.16666667,-113.1666667,Yuman,Hokan,Complex Sentences
mrt,Martuthunira,1,Subject is left implicit,-20.83333333,116.5,Western Pama-Nyungan,Pama-Nyungan,Complex Sentences
mts,Matis,4,Desiderative verbal affix,-4.416666667,-70.25,Panoan,Pano-Tacanan,Complex Sentences
may,Maybrat,2,Subject is expressed overtly,-1.333333333,132.5,Maybrat,Maybrat,Complex Sentences
mby,Mbay,3,Both construction types exist,8.25,17.5,Bongo-Bagirmi,Central Sudanic,Complex Sentences
mbi,Mbili,1,Subject is left implicit,6.116666667,10.2,Wide Grassfields,Niger-Congo,Complex Sentences
meh,Mehri,2,Subject is expressed overtly,17,51.5,Semitic,Afro-Asiatic,Complex Sentences
mei,Meithei,1,Subject is left implicit,24.75,94,Manipuri,Sino-Tibetan,Complex Sentences
mde,Mende,2,Subject is expressed overtly,7.833333333,-11.5,Western Mande,Mande,Complex Sentences
mid,Midob,1,Subject is left implicit,15.08333333,26.25,Nubian,Eastern Sudanic,Complex Sentences
mis,Miskito,1,Subject is left implicit,14,-83.66666667,Misumalpan,Misumalpan,Complex Sentences
mxc,Mixtec (Chalcatongo),2,Subject is expressed overtly,17.05,-97.58333333,Mixtec,Oto-Manguean,Complex Sentences
miy,Miya,3,Both construction types exist,10.91666667,9.666666667,West Chadic,Afro-Asiatic,Complex Sentences
mcv,Mocoví,4,Desiderative verbal affix,-28,-60.5,Qom,Guaicuruan,Complex Sentences
moh,Mohawk,2,Subject is expressed overtly,43.5,-74.25,Northern Iroquoian,Iroquoian,Complex Sentences
mno,Mono (in United States),1,Subject is left implicit,38,-119,Northern Uto-Aztecan,Uto-Aztecan,Complex Sentences
mos,Mosetén,1,Subject is left implicit,-14.75,-67.83333333,Mosetenan,Mosetenan,Complex Sentences
mup,Mupun,1,Subject is left implicit,9.5,8.833333333,West Chadic,Afro-Asiatic,Complex Sentences
mrl,Murle,2,Subject is expressed overtly,6.5,33.5,South Surmic,Eastern Sudanic,Complex Sentences
nab,Nabak,4,Desiderative verbal affix,-6.416666667,147,Huon,Trans-New Guinea,Complex Sentences
nmi,Nahuatl (Mecayapan Isthmus),4,Desiderative verbal affix,18.25,-94.83333333,Aztecan,Uto-Aztecan,Complex Sentences
nht,Nahuatl (Tetelcingo),2,Subject is expressed overtly,19.66666667,-99,Aztecan,Uto-Aztecan,Complex Sentences
kho,Nama,1,Subject is left implicit,-25.5,18,Khoe-Kwadi,Khoe-Kwadi,Complex Sentences
nmb,Nambikuára (Southern),4,Desiderative verbal affix,-14,-59.5,Nambikuaran,Nambikuaran,Complex Sentences
nph,Nar-Phu,1,Subject is left implicit,28.66666667,84.25,Bodic,Sino-Tibetan,Complex Sentences
nav,Navajo,2,Subject is expressed overtly,36.16666667,-108,Athapaskan,Na-Dene,Complex Sentences
ndb,Ndebele,1,Subject is left implicit,-25.33333333,29,Bantu,Niger-Congo,Complex Sentences
ngl,Ngalakan,4,Desiderative verbal affix,-14.25,134,Eastern Gunwinyguan,Gunwinyguan,Complex Sentences
nti,Ngiti,2,Subject is expressed overtly,1.333333333,30.25,Lendu,Central Sudanic,Complex Sentences
ngi,Ngiyambaa,1,Subject is left implicit,-31.75,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,Complex Sentences
nbr,Ngäbere,5,Desiderative particle,8.666666667,-82,Guaymiic,Chibchan,Complex Sentences
nha,Nhanda,1,Subject is left implicit,-27,114.1666667,Western Pama-Nyungan,Pama-Nyungan,Complex Sentences
nia,Nias,2,Subject is expressed overtly,1,97.75,Northwest Sumatra-Barrier Islands,Austronesian,Complex Sentences
niu,Niuean,1,Subject is left implicit,-19.05,-170.1166667,Oceanic,Austronesian,Complex Sentences
nko,Nkore-Kiga,1,Subject is left implicit,-0.9166666667,29.83333333,Bantu,Niger-Congo,Complex Sentences
nse,Nsenga,1,Subject is left implicit,-14.5,30.83333333,Bantu,Niger-Congo,Complex Sentences
nua,Nuaulu,2,Subject is expressed overtly,-3.25,129.1666667,Central Malayo-Polynesian,Austronesian,Complex Sentences
ood,O'odham,4,Desiderative verbal affix,32,-112,Tepiman,Uto-Aztecan,Complex Sentences
obo,Obolo,3,Both construction types exist,4.583333333,7.833333333,Lower Cross,Niger-Congo,Complex Sentences
oji,Ojibwa (Eastern),4,Desiderative verbal affix,46,-80,Algonquian,Algic,Complex Sentences
olu,Olutec,4,Desiderative verbal affix,17.95,-95,Mixe-Zoque,Mixe-Zoque,Complex Sentences
orh,Oromo (Harar),3,Both construction types exist,9,42,Lowland East Cushitic,Afro-Asiatic,Complex Sentences
otm,Otomí (Mezquital),2,Subject is expressed overtly,20.16666667,-99.16666667,Otomian,Oto-Manguean,Complex Sentences
pms,Paamese,2,Subject is expressed overtly,-16.5,168.25,Oceanic,Austronesian,Complex Sentences
pno,Paiute (Northern),4,Desiderative verbal affix,42,-118,Northern Uto-Aztecan,Uto-Aztecan,Complex Sentences
pal,Palauan,1,Subject is left implicit,7.5,134.5833333,Palauan,Austronesian,Complex Sentences
pny,Panyjima,1,Subject is left implicit,-22.83333333,118.4166667,Western Pama-Nyungan,Pama-Nyungan,Complex Sentences
ptt,Pattani,1,Subject is left implicit,32.75,76.75,Bodic,Sino-Tibetan,Complex Sentences
pec,Pech,1,Subject is left implicit,15,-85.5,Pech,Chibchan,Complex Sentences
per,Pero,3,Both construction types exist,9.583333333,11,West Chadic,Afro-Asiatic,Complex Sentences
prs,Persian,2,Subject is expressed overtly,32,54,Iranian,Indo-European,Complex Sentences
pga,Pilagá,2,Subject is expressed overtly,-25,-60,Qom,Guaicuruan,Complex Sentences
prh,Pirahã,4,Desiderative verbal affix,-7,-62,Mura,Mura,Complex Sentences
pit,Pitjantjatjara,1,Subject is left implicit,-26,130,Western Pama-Nyungan,Pama-Nyungan,Complex Sentences
pop,Popoloca (Metzontla),2,Subject is expressed overtly,18.16666667,-97.5,Popolocan,Oto-Manguean,Complex Sentences
pul,Puluwat,1,Subject is left implicit,7.333333333,149.3333333,Oceanic,Austronesian,Complex Sentences
pur,Purépecha,1,Subject is left implicit,19.5,-101.6666667,Tarascan,Tarascan,Complex Sentences
pae,Páez,1,Subject is left implicit,2.666666667,-76,Páezan,Páezan,Complex Sentences
qaf,Qafar,2,Subject is expressed overtly,12,42,Lowland East Cushitic,Afro-Asiatic,Complex Sentences
qia,Qiang,4,Desiderative verbal affix,32,102.6666667,Na-Qiangic,Sino-Tibetan,Complex Sentences
qhu,Quechua (Huallaga),1,Subject is left implicit,-9.5,-75.5,Quechuan,Quechuan,Complex Sentences
qim,Quechua (Imbabura),1,Subject is left implicit,0.3333333333,-78,Quechuan,Quechuan,Complex Sentences
rag,Raga,2,Subject is expressed overtly,-15.5,168.1666667,Oceanic,Austronesian,Complex Sentences
ram,Rama,1,Subject is left implicit,11.75,-83.75,Rama,Chibchan,Complex Sentences
rap,Rapanui,1,Subject is left implicit,-27.11666667,-109.3666667,Oceanic,Austronesian,Complex Sentences
raw,Rawang,1,Subject is left implicit,27.5,97.5,Nungish,Sino-Tibetan,Complex Sentences
ret,Retuarã,1,Subject is left implicit,-0.5,-70.66666667,Tucanoan,Tucanoan,Complex Sentences
rom,Romanian,2,Subject is expressed overtly,46,25,Romance,Indo-European,Complex Sentences
rus,Russian,1,Subject is left implicit,56,38,Slavic,Indo-European,Complex Sentences
sno,Saami (Northern),1,Subject is left implicit,69,24,Saami,Uralic,Complex Sentences
slb,Saliba (in Papua New Guinea),2,Subject is expressed overtly,-10.58333333,150.7166667,Oceanic,Austronesian,Complex Sentences
syu,Salt-Yui,2,Subject is expressed overtly,-6.283333333,145.0333333,Chimbu-Wahgi,Trans-New Guinea,Complex Sentences
sam,Samoan,5,Desiderative particle,-13.91666667,-171.8333333,Oceanic,Austronesian,Complex Sentences
san,Sango,1,Subject is left implicit,5,18,Ubangi,Niger-Congo,Complex Sentences
sap,Sapuan,1,Subject is left implicit,15.16666667,106.8333333,Bahnaric,Austro-Asiatic,Complex Sentences
sed,Sedang,1,Subject is left implicit,14.83333333,108,Bahnaric,Austro-Asiatic,Complex Sentences
see,Seediq,4,Desiderative verbal affix,24.16666667,121.4166667,Atayalic,Austronesian,Complex Sentences
ser,Seri,1,Subject is left implicit,29,-112,Seri,Hokan,Complex Sentences
shk,Shipibo-Konibo,4,Desiderative verbal affix,-7.5,-75,Panoan,Pano-Tacanan,Complex Sentences
sho,Shoshone,4,Desiderative verbal affix,41,-114,Northern Uto-Aztecan,Uto-Aztecan,Complex Sentences
sir,Siar,2,Subject is expressed overtly,-4.666666667,152.9166667,Oceanic,Austronesian,Complex Sentences
sla,Slave,2,Subject is expressed overtly,67,-125,Athapaskan,Na-Dene,Complex Sentences
som,Somali,2,Subject is expressed overtly,3,45,Lowland East Cushitic,Afro-Asiatic,Complex Sentences
soq,Soqotri,2,Subject is expressed overtly,12.5,54,Semitic,Afro-Asiatic,Complex Sentences
spa,Spanish,1,Subject is left implicit,40,-4,Romance,Indo-European,Complex Sentences
squ,Squamish,2,Subject is expressed overtly,49.66666667,-123.1666667,Central Salish,Salishan,Complex Sentences
sue,Suena,1,Subject is left implicit,-7.75,147.55,Binanderean,Trans-New Guinea,Complex Sentences
sun,Sundanese,1,Subject is left implicit,-7,107,Malayo-Sumbawan,Austronesian,Complex Sentences
sup,Supyire,1,Subject is left implicit,11.5,-5.583333333,Senufo,Niger-Congo,Complex Sentences
tab,Taba,2,Subject is expressed overtly,0,127.5,South Halmahera - West New Guinea,Austronesian,Complex Sentences
tag,Tagalog,1,Subject is left implicit,15,121,Greater Central Philippine,Austronesian,Complex Sentences
tmm,Tamabo,2,Subject is expressed overtly,-15.66666667,167.1666667,Oceanic,Austronesian,Complex Sentences
tau,Tauya,1,Subject is left implicit,-5.75,145.3333333,Rai Coast,Trans-New Guinea,Complex Sentences
ten,Tennet,2,Subject is expressed overtly,4.416666667,32.5,South Surmic,Eastern Sudanic,Complex Sentences
tps,Tepehuan (Southeastern),4,Desiderative verbal affix,23,-104.5,Tepiman,Uto-Aztecan,Complex Sentences
trb,Teribe,3,Both construction types exist,9.333333333,-82.66666667,Western Isthmic Chibchan,Chibchan,Complex Sentences
trt,Ternate,3,Both construction types exist,0.8333333333,127.25,North Halmaheran,North Halmaheran,Complex Sentences
ttn,Tetun,2,Subject is expressed overtly,-9,126,Central Malayo-Polynesian,Austronesian,Complex Sentences
tha,Thai,1,Subject is left implicit,16,101,Kam-Tai,Tai-Kadai,Complex Sentences
tib,Tibetan (Standard Spoken),1,Subject is left implicit,30,91,Bodic,Sino-Tibetan,Complex Sentences
tid,Tidore,1,Subject is left implicit,0.75,127.5,North Halmaheran,North Halmaheran,Complex Sentences
tja,Tiipay (Jamul),2,Subject is expressed overtly,32.16666667,-116.5,Yuman,Hokan,Complex Sentences
tob,Toba,4,Desiderative verbal affix,-26.5,-59,Qom,Guaicuruan,Complex Sentences
tru,Trumai,1,Subject is left implicit,-11.91666667,-53.58333333,Trumai,Trumai,Complex Sentences
tsi,Tsimshian (Coast),2,Subject is expressed overtly,52.5,-129,Tsimshianic,Tsimshianic,Complex Sentences
tgn,Tugun,4,Desiderative verbal affix,-7.716666667,126.75,Central Malayo-Polynesian,Austronesian,Complex Sentences
tuk,Tukang Besi,3,Both construction types exist,-5.5,123.5,Celebic,Austronesian,Complex Sentences
tur,Turkish,1,Subject is left implicit,39,35,Turkic,Altaic,Complex Sentences
tzu,Tzutujil,2,Subject is expressed overtly,14.66666667,-91.33333333,Mayan,Mayan,Complex Sentences
udh,Udihe,4,Desiderative verbal affix,47.66666667,136.25,Tungusic,Altaic,Complex Sentences
udm,Udmurt,1,Subject is left implicit,57.5,52.5,Permic,Uralic,Complex Sentences
uku,Upper Kuskokwim,5,Desiderative particle,63,-157,Athapaskan,Na-Dene,Complex Sentences
urk,Urubú-Kaapor,5,Desiderative particle,-2.333333333,-46.5,Maweti-Guarani,Tupian,Complex Sentences
vie,Vietnamese,1,Subject is left implicit,10.5,106.5,Vietic,Austro-Asiatic,Complex Sentences
wal,Walman,2,Subject is expressed overtly,-3.216666667,142.5,West Palei,Torricelli,Complex Sentences
wam,Wambaya,1,Subject is left implicit,-18.66666667,135.75,Wambayan,Mirndi,Complex Sentences
wra,Warao,1,Subject is left implicit,9.333333333,-61.66666667,Warao,Warao,Complex Sentences
wrm,Warembori,2,Subject is expressed overtly,-1.666666667,137.5833333,South Halmahera - West New Guinea,Austronesian,Complex Sentences
